indicator;País__ESTANDAR;Años__ESTANDAR;value;unit;notes_ids;source_id
Tasa bruta de mortalidad;Antigua y Barbuda;1959;9.87;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1960;9.55;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1961;9.15;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1962;8.79;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1963;8.40;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1964;7.99;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1965;7.54;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1966;7.11;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1967;6.70;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1968;6.36;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1969;6.03;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1970;5.84;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1971;5.70;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1972;5.72;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1973;5.77;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1974;5.80;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1975;5.91;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1976;5.96;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1977;6.09;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1978;6.13;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1979;6.25;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1980;6.36;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1981;6.46;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1982;6.58;Tasa por 1.000 habitantes;;6547
